Number of layers,Size of dense layer 1,Size of dense layer 2,Learning rate,Regularization value,Validation accuracy
2,512,256,0.0175,0.015000000000000001,0.2124640804597701
2,512,256,0.0175,0.015000000000000001,0.21030890804597702
2,512,256,0.0175,0.0125,0.20977011494252873
2,512,256,0.0175,0.0125,0.2158764367816092
2,512,256,0.0175,0.0125,0.20635775862068967
2,512,256,0.015,0.0175,0.21497844827586207
2,512,256,0.015,0.0175,0.19881465517241378
2,512,256,0.015,0.0175,0.203125
2,512,256,0.015,0.0175,0.20545977011494254
2,512,256,0.015,0.0175,0.20581896551724138
2,512,256,0.015,0.0175,0.22054597701149425
2,512,256,0.015,0.0175,0.2117456896551724
2,512,256,0.015,0.015000000000000001,0.20707614942528735
2,512,256,0.015,0.015000000000000001,0.21785201149425287
2,512,256,0.015,0.015000000000000001,0.2036637931034483
2,512,256,0.015,0.0125,0.20150862068965517
2,512,256,0.015,0.0125,0.21318247126436782
2,512,256,0.015,0.0125,0.20438218390804597
2,512,256,0.0125,0.0175,0.20438218390804597
2,512,256,0.0125,0.0175,0.20797413793103448
2,512,256,0.0125,0.0175,0.21138649425287356
2,512,256,0.0125,0.0175,0.22144396551724138
2,512,256,0.0125,0.0175,0.21408045977011494
2,512,256,0.0125,0.015000000000000001,0.20923132183908047
2,512,256,0.0125,0.015000000000000001,0.19845545977011494
2,512,256,0.0125,0.015000000000000001,0.20725574712643677
2,512,256,0.0125,0.015000000000000001,0.19773706896551724
2,512,256,0.0125,0.0125,0.19899425287356323
2,512,256,0.0125,0.0125,0.1980962643678161
2,512,256,0.0125,0.0125,0.21066810344827586
2,512,256,0.0125,0.0125,0.2130028735632184
2,512,256,0.0125,0.0125,0.21102729885057472
2,512,256,0.01,0.0175,0.21048850574712644
2,512,256,0.01,0.0175,0.20851293103448276
2,512,256,0.01,0.0175,0.20114942528735633
2,512,256,0.01,0.015000000000000001,0.21210488505747127
2,512,256,0.01,0.015000000000000001,0.21443965517241378
2,512,256,0.01,0.015000000000000001,0.21030890804597702
2,512,256,0.01,0.0125,0.2153376436781609
2,512,256,0.01,0.0125,0.2036637931034483
2,512,256,0.01,0.0125,0.20510057471264367
2,512,256,0.01,0.0125,0.20204741379310345
2,512,256,0.0075,0.0175,0.20474137931034483
2,512,256,0.0075,0.0175,0.20438218390804597
2,512,256,0.0075,0.0175,0.2094109195402299
2,512,256,0.0075,0.0175,0.20563936781609196
2,512,256,0.0075,0.015000000000000001,0.20977011494252873
2,512,256,0.0075,0.015000000000000001,0.20851293103448276
2,512,256,0.0075,0.015000000000000001,0.2038433908045977
2,512,256,0.0075,0.0125,0.21120689655172414
2,512,256,0.0075,0.0125,0.2025862068965517
2,512,256,0.0075,0.0125,0.2009698275862069
2,512,256,0.005000000000000001,0.0175,0.20761494252873564
2,512,256,0.005000000000000001,0.0175,0.20330459770114942
2,512,256,0.005000000000000001,0.0175,0.20186781609195403
2,512,256,0.005000000000000001,0.015000000000000001,0.2036637931034483
2,512,256,0.005000000000000001,0.015000000000000001,0.20294540229885058
2,512,256,0.005000000000000001,0.015000000000000001,0.20061063218390804
2,512,256,0.005000000000000001,0.0125,0.20204741379310345
2,512,256,0.005000000000000001,0.0125,0.20797413793103448
2,512,256,0.005000000000000001,0.0125,0.20222701149425287
2,512,192,0.02,0.0175,0.16397270114942528
2,512,192,0.02,0.0175,0.17995689655172414
2,512,192,0.02,0.0175,0.20402298850574713
2,512,192,0.02,0.0175,0.2036637931034483
2,512,192,0.02,0.0175,0.20276580459770116
2,512,192,0.02,0.0175,0.21084770114942528
2,512,192,0.02,0.0175,0.203125
2,512,192,0.02,0.0175,0.2192887931034483
2,512,192,0.02,0.0175,0.19145114942528735
2,512,192,0.02,0.015000000000000001,0.20007183908045978
2,512,192,0.02,0.015000000000000001,0.2065373563218391
2,512,192,0.02,0.015000000000000001,0.20510057471264367
2,512,192,0.02,0.0125,0.1882183908045977
2,512,192,0.02,0.0125,0.19827586206896552
2,512,192,0.02,0.0125,0.20294540229885058
2,512,192,0.02,0.0125,0.2065373563218391
2,512,192,0.02,0.0125,0.19270833333333334
2,512,192,0.0175,0.0175,0.20330459770114942
2,512,192,0.0175,0.0175,0.19935344827586207
2,512,192,0.0175,0.0175,0.19647988505747127
2,512,192,0.0175,0.015000000000000001,0.1968390804597701
2,512,192,0.0175,0.015000000000000001,0.19719827586206898
2,512,192,0.0175,0.015000000000000001,0.20330459770114942
2,512,192,0.0175,0.015000000000000001,0.1961206896551724
2,512,192,0.0175,0.0125,0.19827586206896552
2,512,192,0.0175,0.0125,0.1968390804597701
2,512,192,0.0175,0.0125,0.19019396551724138
2,512,192,0.015,0.0175,0.19989224137931033
2,512,192,0.015,0.0175,0.20617816091954022
2,512,192,0.015,0.0175,0.19719827586206898
2,512,192,0.015,0.015000000000000001,0.1968390804597701
2,512,192,0.015,0.015000000000000001,0.203125
2,512,192,0.015,0.015000000000000001,0.19019396551724138
2,512,192,0.015,0.0125,0.1997126436781609
2,512,192,0.015,0.0125,0.19594109195402298
2,512,192,0.015,0.0125,0.19019396551724138
2,512,192,0.0125,0.0175,0.1961206896551724
2,512,192,0.0125,0.0175,0.1997126436781609
2,512,192,0.0125,0.0175,0.1945043103448276
2,512,192,0.0125,0.015000000000000001,0.18947557471264367
2,512,192,0.0125,0.015000000000000001,0.19755747126436782
2,512,192,0.0125,0.015000000000000001,0.1925287356321839
2,512,192,0.0125,0.0125,0.18767959770114942
2,512,192,0.0125,0.0125,0.1909123563218391
2,512,192,0.0125,0.0125,0.1973778735632184
2,512,192,0.0125,0.0125,0.19791666666666666
2,512,192,0.0125,0.0125,0.1961206896551724
2,512,192,0.01,0.0175,0.1973778735632184
2,512,192,0.01,0.0175,0.19234913793103448
2,512,192,0.01,0.0175,0.1925287356321839
2,512,192,0.01,0.0175,0.19414511494252873
2,512,192,0.01,0.0175,0.19270833333333334
2,512,192,0.01,0.015000000000000001,0.19270833333333334
2,512,192,0.01,0.015000000000000001,0.1937859195402299
2,512,192,0.01,0.015000000000000001,0.19558189655172414
2,512,192,0.01,0.015000000000000001,0.1925287356321839
2,512,192,0.01,0.0125,0.18983477011494254
2,512,192,0.01,0.0125,0.1937859195402299
2,512,192,0.01,0.0125,0.1909123563218391
2,512,192,0.0075,0.0175,0.19647988505747127
2,512,192,0.0075,0.0175,0.19827586206896552
2,512,192,0.0075,0.0175,0.19127155172413793
2,512,192,0.0075,0.015000000000000001,0.19288793103448276
2,512,192,0.0075,0.015000000000000001,0.19019396551724138
2,512,192,0.0075,0.015000000000000001,0.19647988505747127
2,512,192,0.0075,0.015000000000000001,0.1869612068965517
2,512,192,0.0075,0.0125,0.19306752873563218
2,512,192,0.0075,0.0125,0.1968390804597701
2,512,192,0.0075,0.0125,0.19486350574712644
2,512,192,0.005000000000000001,0.0175,0.1966594827586207
2,512,192,0.005000000000000001,0.0175,0.1939655172413793
2,512,192,0.005000000000000001,0.0175,0.19342672413793102
2,512,192,0.005000000000000001,0.015000000000000001,0.18947557471264367
2,512,192,0.005000000000000001,0.015000000000000001,0.19558189655172414
2,512,192,0.005000000000000001,0.015000000000000001,0.1939655172413793
2,512,192,0.005000000000000001,0.0125,0.19647988505747127
2,512,192,0.005000000000000001,0.0125,0.19630028735632185
2,512,192,0.005000000000000001,0.0125,0.19145114942528735
2,512,128,0.02,0.0175,0.16038074712643677
2,512,128,0.02,0.0175,0.20276580459770116
2,512,128,0.02,0.0175,0.20276580459770116
2,512,128,0.02,0.0175,0.20905172413793102
2,512,128,0.02,0.0175,0.18031609195402298
2,512,128,0.02,0.0175,0.19270833333333334
2,512,128,0.02,0.0175,0.19234913793103448
2,512,128,0.02,0.0175,0.1945043103448276
2,512,128,0.02,0.0175,0.19432471264367815
2,512,128,0.02,0.015000000000000001,0.19827586206896552
2,512,128,0.02,0.015000000000000001,0.18983477011494254
2,512,128,0.02,0.015000000000000001,0.1961206896551724
2,512,128,0.02,0.015000000000000001,0.19019396551724138
2,512,128,0.02,0.0125,0.18498563218390804
2,512,128,0.02,0.0125,0.19540229885057472
2,512,128,0.02,0.0125,0.19055316091954022
2,512,128,0.0175,0.0175,0.1903735632183908
2,512,128,0.0175,0.0175,0.17959770114942528
2,512,128,0.0175,0.0175,0.19630028735632185
2,512,128,0.0175,0.0175,0.1882183908045977
2,512,128,0.0175,0.015000000000000001,0.17995689655172414
2,512,128,0.0175,0.015000000000000001,0.19306752873563218
2,512,128,0.0175,0.015000000000000001,0.18480603448275862
2,512,128,0.0175,0.0125,0.18444683908045978
2,512,128,0.0175,0.0125,0.1867816091954023
2,512,128,0.0175,0.0125,0.18265086206896552
2,512,128,0.015,0.0175,0.18372844827586207
2,512,128,0.015,0.0175,0.18785919540229884
2,512,128,0.015,0.0175,0.18318965517241378
2,512,128,0.015,0.015000000000000001,0.18857758620689655
2,512,128,0.015,0.015000000000000001,0.18570402298850575
2,512,128,0.015,0.015000000000000001,0.1896551724137931
2,512,128,0.015,0.015000000000000001,0.19234913793103448
2,512,128,0.015,0.015000000000000001,0.18354885057471265
2,512,128,0.015,0.0125,0.1867816091954023
2,512,128,0.015,0.0125,0.1882183908045977
2,512,128,0.015,0.0125,0.1910919540229885
2,512,128,0.015,0.0125,0.19432471264367815
2,512,128,0.015,0.0125,0.18606321839080459
2,512,128,0.0125,0.0175,0.19360632183908047
2,512,128,0.0125,0.0175,0.1945043103448276
2,512,128,0.0125,0.0175,0.1910919540229885
2,512,128,0.0125,0.015000000000000001,0.18767959770114942
2,512,128,0.0125,0.015000000000000001,0.1903735632183908
2,512,128,0.0125,0.015000000000000001,0.18983477011494254
2,512,128,0.0125,0.0125,0.18839798850574713
2,512,128,0.0125,0.0125,0.19198994252873564
2,512,128,0.0125,0.0125,0.19181034482758622
2,512,128,0.01,0.0175,0.18552442528735633
2,512,128,0.01,0.0175,0.1875
2,512,128,0.01,0.0175,0.1903735632183908
2,512,128,0.01,0.0175,0.19145114942528735
2,512,128,0.01,0.0175,0.1966594827586207
2,512,128,0.01,0.0175,0.19647988505747127
2,512,128,0.01,0.015000000000000001,0.19306752873563218
2,512,128,0.01,0.015000000000000001,0.19414511494252873
2,512,128,0.01,0.015000000000000001,0.1961206896551724
2,512,128,0.01,0.015000000000000001,0.19594109195402298
2,512,128,0.01,0.0125,0.18642241379310345
2,512,128,0.01,0.0125,0.19288793103448276
2,512,128,0.01,0.0125,0.1875
2,512,128,0.0075,0.0175,0.1910919540229885
2,512,128,0.0075,0.0175,0.1937859195402299
2,512,128,0.0075,0.0175,0.19540229885057472
2,512,128,0.0075,0.0175,0.1945043103448276
2,512,128,0.0075,0.015000000000000001,0.18857758620689655
2,512,128,0.0075,0.015000000000000001,0.19360632183908047
2,512,128,0.0075,0.015000000000000001,0.1896551724137931
2,512,128,0.0075,0.0125,0.19540229885057472
2,512,128,0.0075,0.0125,0.1869612068965517
2,512,128,0.0075,0.0125,0.19486350574712644
2,512,128,0.0075,0.0125,0.19198994252873564
2,512,128,0.005000000000000001,0.0175,0.19216954022988506
2,512,128,0.005000000000000001,0.0175,0.1937859195402299
2,512,128,0.005000000000000001,0.0175,0.1937859195402299
2,512,128,0.005000000000000001,0.0175,0.1968390804597701
2,512,128,0.005000000000000001,0.0175,0.1966594827586207
2,512,128,0.005000000000000001,0.015000000000000001,0.19181034482758622
2,512,128,0.005000000000000001,0.015000000000000001,0.1896551724137931
2,512,128,0.005000000000000001,0.015000000000000001,0.19306752873563218
2,512,128,0.005000000000000001,0.015000000000000001,0.19234913793103448
2,512,128,0.005000000000000001,0.0125,0.19234913793103448
2,512,128,0.005000000000000001,0.0125,0.19073275862068967
2,512,128,0.005000000000000001,0.0125,0.18983477011494254
2,512,64,0.02,0.0175,0.15211925287356323
2,512,64,0.02,0.0175,0.17385057471264367
2,512,64,0.02,0.0175,0.16235632183908047
2,512,64,0.02,0.0175,0.19181034482758622
2,512,64,0.02,0.0175,0.18660201149425287
2,512,64,0.02,0.0175,0.18444683908045978
2,512,64,0.02,0.0175,0.1880387931034483
2,512,64,0.02,0.0175,0.1725933908045977
2,512,64,0.02,0.015000000000000001,0.17331178160919541
2,512,64,0.02,0.015000000000000001,0.18013649425287356
2,512,64,0.02,0.015000000000000001,0.18354885057471265
2,512,64,0.02,0.015000000000000001,0.17959770114942528
2,512,64,0.02,0.0125,0.19306752873563218
2,512,64,0.02,0.0125,0.18139367816091953
2,512,64,0.02,0.0125,0.16630747126436782
2,512,64,0.0175,0.0175,0.17672413793103448
2,512,64,0.0175,0.0175,0.1810344827586207
2,512,64,0.0175,0.0175,0.18283045977011494
2,512,64,0.0175,0.0175,0.18193247126436782
2,512,64,0.0175,0.015000000000000001,0.1810344827586207
2,512,64,0.0175,0.015000000000000001,0.17510775862068967
2,512,64,0.0175,0.015000000000000001,0.17798132183908047
2,512,64,0.0175,0.015000000000000001,0.1804956896551724
2,512,64,0.0175,0.015000000000000001,0.18426724137931033
2,512,64,0.0175,0.015000000000000001,0.18426724137931033
2,512,64,0.0175,0.015000000000000001,0.1824712643678161
2,512,64,0.0175,0.0125,0.18498563218390804
2,512,64,0.0175,0.0125,0.1824712643678161
2,512,64,0.0175,0.0125,0.18139367816091953
2,512,64,0.015,0.0175,0.18301005747126436
2,512,64,0.015,0.0175,0.18606321839080459
2,512,64,0.015,0.0175,0.18283045977011494
2,512,64,0.015,0.015000000000000001,0.1812140804597701
2,512,64,0.015,0.015000000000000001,0.18139367816091953
2,512,64,0.015,0.015000000000000001,0.18031609195402298
2,512,64,0.015,0.0125,0.17744252873563218
2,512,64,0.015,0.0125,0.18265086206896552
2,512,64,0.015,0.0125,0.17672413793103448
2,512,64,0.0125,0.0175,0.18570402298850575
2,512,64,0.0125,0.0175,0.18283045977011494
2,512,64,0.0125,0.0175,0.1812140804597701
2,512,64,0.0125,0.015000000000000001,0.1812140804597701
2,512,64,0.0125,0.015000000000000001,0.18085488505747127
2,512,64,0.0125,0.015000000000000001,0.17636494252873564
2,512,64,0.0125,0.0125,0.17941810344827586
2,512,64,0.0125,0.0125,0.18157327586206898
2,512,64,0.0125,0.0125,0.1839080459770115
2,512,64,0.0125,0.0125,0.18498563218390804
2,512,64,0.0125,0.0125,0.17941810344827586
2,512,64,0.01,0.0175,0.18983477011494254
2,512,64,0.01,0.0175,0.1846264367816092
2,512,64,0.01,0.0175,0.18265086206896552
2,512,64,0.01,0.015000000000000001,0.18624281609195403
2,512,64,0.01,0.015000000000000001,0.18265086206896552
2,512,64,0.01,0.015000000000000001,0.18714080459770116
2,512,64,0.01,0.015000000000000001,0.18318965517241378
2,512,64,0.01,0.0125,0.18606321839080459
2,512,64,0.01,0.0125,0.18624281609195403
2,512,64,0.01,0.0125,0.18193247126436782
2,512,64,0.0075,0.0175,0.18085488505747127
2,512,64,0.0075,0.0175,0.18606321839080459
2,512,64,0.0075,0.0175,0.18211206896551724
2,512,64,0.0075,0.015000000000000001,0.1812140804597701
2,512,64,0.0075,0.015000000000000001,0.18516522988505746
2,512,64,0.0075,0.015000000000000001,0.19019396551724138
2,512,64,0.0075,0.015000000000000001,0.1867816091954023
2,512,64,0.0075,0.0125,0.1840876436781609
2,512,64,0.0075,0.0125,0.18588362068965517
2,512,64,0.0075,0.0125,0.18426724137931033
2,512,64,0.005000000000000001,0.0175,0.18426724137931033
2,512,64,0.005000000000000001,0.0175,0.18283045977011494
2,512,64,0.005000000000000001,0.0175,0.18283045977011494
2,512,64,0.005000000000000001,0.0175,0.18265086206896552
2,512,64,0.005000000000000001,0.015000000000000001,0.18426724137931033
2,512,64,0.005000000000000001,0.015000000000000001,0.18336925287356323
2,512,64,0.005000000000000001,0.015000000000000001,0.18570402298850575
2,512,64,0.005000000000000001,0.015000000000000001,0.18372844827586207
2,512,64,0.005000000000000001,0.0125,0.18552442528735633
2,512,64,0.005000000000000001,0.0125,0.18013649425287356
2,512,64,0.005000000000000001,0.0125,0.1869612068965517
2,512,64,0.005000000000000001,0.0125,0.18229166666666666
2,384,256,0.02,0.0175,0.09051724137931035
